Name^Team^Position^Heigth^Weigth^Age
Jason Tyner^MIN^Shooting Guard^77.21^152.00^39.85
Michael Cuddyer^MIN^Shooting Guard^78.27^210.90^37.93
Torii Hunter^MIN^Shooting Guard^78.27^200.45^41.620000000000005
Lew Ford^MIN^Shooting Guard^76.15^185.25^40.55
Jason Kubel^MIN^Shooting Guard^75.10^190.00^34.769999999999996
Josh Rabe^MIN^Small Forward^78.27^199.50^38.379999999999995
Rondell White^MIN^Small Forward^77.21^213.75^45.02
Ramon Ortiz^MIN^Point Guard^76.15^166.25^43.77
Johan Santana^MIN^Point Guard^76.15^195.70^37.97
Carlos Silva^MIN^Point Guard^80.38^228.00^37.85
Matt Garza^MIN^Point Guard^80.38^175.75^33.260000000000005
Boof Bonser^MIN^Point Guard^80.38^247.00^35.379999999999995
Francisco Liriano^MIN^Point Guard^78.27^175.75^33.35
Scott Baker^MIN^Point Guard^80.38^209.95^35.45
Pat Neshek^MIN^Center^79.33^194.75^36.489999999999995
Glen Perkins^MIN^Center^75.10^190.00^34.0
Julio DePaula^MIN^Center^76.15^161.50^34.16
Juan Rincon^MIN^Center^75.10^190.95^38.1
Jesse Crain^MIN^Center^77.21^194.75^35.65
Matt Guerrier^MIN^Center^79.33^175.75^38.58
Joe Nathan^MIN^Center^80.38^194.75^42.27
Dennys Reyes^MIN^Center^79.33^232.75^39.86
Brayan Pe?a^ATL^Point Guard^75.10^209.00^35.14
Brian McCann^ATL^Point Guard^79.33^199.50^33.03
Craig Wilson^ATL^Center^78.27^209.00^40.25
Chris Woodward^ATL^Small Forward^76.15^175.75^40.67
Pete Orr^ATL^Small Forward^77.21^166.25^37.730000000000004
Martin Prado^ATL^Small Forward^77.21^161.50^33.34
Tony Pe?a^ATL^Power Forward^77.21^171.00^35.94
Edgar Renteria^ATL^Power Forward^77.21^190.00^41.56
Chipper Jones^ATL^Small Forward^80.38^199.50^44.85
Willy Aybar^ATL^Small Forward^76.15^166.25^33.980000000000004
Jeff Francoeur^ATL^Shooting Guard^80.38^209.00^33.14
Matt Diaz^ATL^Shooting Guard^77.21^195.70^38.989999999999995
Kelly Johnson^ATL^Shooting Guard^77.21^171.00^35.019999999999996
Andruw Jones^ATL^Shooting Guard^77.21^199.50^39.85
Ryan Langerhans^ATL^Shooting Guard^79.33^185.25^37.03
Scott Thorman^ATL^Shooting Guard^79.33^190.00^35.15
T.J. Bohn^ATL^Shooting Guard^81.44^190.00^37.120000000000005
Tim Hudson^ATL^Point Guard^77.21^155.80^41.629999999999995
Jonathan Johnson^ATL^Point Guard^76.15^171.00^42.62
John Smoltz^ATL^Point Guard^79.33^209.00^49.79
Mike Hampton^ATL^Point Guard^74.04^185.25^44.47
Kyle Davies^ATL^Point Guard^78.27^194.75^33.47
Chuck James^ATL^Point Guard^76.15^161.50^35.31
Phil Stockman^ATL^Center^84.62^228.00^37.1
Macay McBride^ATL^Center^75.10^199.50^34.35
Joey Devine^ATL^Center^75.10^185.25^33.45
Peter Moylan^ATL^Center^78.27^190.00^38.239999999999995
Mike Gonzalez^ATL^Center^78.27^194.75^38.769999999999996
Lance Cormier^ATL^Center^77.21^182.40^36.53
Blaine Boyer^ATL^Center^79.33^180.50^35.64
Manny Acosta^ATL^Center^80.38^161.50^35.83
Bob Wickman^ATL^Center^77.21^228.00^48.06
Tanyon Sturtze^ATL^Center^81.44^190.00^46.38
Oscar Villarreal^ATL^Center^76.15^194.75^35.269999999999996
Rafael Soriano^ATL^Center^77.21^166.25^37.2
Chad Paronto^ATL^Center^81.44^237.50^41.59
Tyler Yates^ATL^Center^80.38^209.00^39.56
Henry Blanco^CHC^Point Guard^75.10^212.80^45.5
Michael Barrett^CHC^Point Guard^79.33^199.50^40.35
Geovany Soto^CHC^Point Guard^77.21^185.25^34.11
Scott Moore^CHC^Center^78.27^171.00^33.29
Derrek Lee^CHC^Center^81.44^232.75^41.480000000000004
Ryan Theriot^CHC^Small Forward^75.10^166.25^37.230000000000004
Ronny Cedeno^CHC^Power Forward^76.15^171.00^34.07
Aramis Ramirez^CHC^Small Forward^77.21^204.25^38.68
Cesar Izturis^CHC^Small Forward^72.98^166.25^37.05
Alfonso Soriano^CHC^Shooting Guard^77.21^171.00^41.15
Jacque Jones^CHC^Shooting Guard^74.04^185.25^41.85
Daryle Ward^CHC^Shooting Guard^78.27^218.50^41.68
Cliff Floyd^CHC^Shooting Guard^80.38^218.50^44.23
Mark DeRosa^CHC^Shooting Guard^77.21^194.75^42.01
Matt Murton^CHC^Shooting Guard^77.21^204.25^35.41
Buck Coats^CHC^Shooting Guard^79.33^185.25^34.730000000000004
Angel Pagan^CHC^Shooting Guard^77.21^171.00^35.66
Sean Marshall^CHC^Point Guard^83.56^194.75^34.5
Carlos Marmol^CHC^Point Guard^78.27^171.00^34.379999999999995
Ryan O'Malley^CHC^Point Guard^77.21^180.50^36.89
Juan Mateo^CHC^Point Guard^78.27^171.00^34.2
Rich Hill^CHC^Point Guard^81.44^180.50^36.97
Angel Guzman^CHC^Point Guard^79.33^180.50^35.21
Wade Miller^CHC^Point Guard^78.27^209.00^40.46
Jason Marquis^CHC^Point Guard^77.21^199.50^38.53
Carlos Zambrano^CHC^Point Guard^81.44^242.25^35.75
Ted Lilly^CHC^Point Guard^77.21^180.50^41.15
Mark Prior^CHC^Point Guard^81.44^218.50^36.480000000000004
Neal Cotts^CHC^Center^78.27^190.00^36.93
Will Ohman^CHC^Center^78.27^194.75^39.55
Scott Eyre^CHC^Center^77.21^199.50^44.75
Kerry Wood^CHC^Center^81.44^213.75^39.71
Ryan Dempster^CHC^Center^78.27^204.25^39.83
Bob Howry^CHC^Center^81.44^209.00^43.57
Mike Wuertz^CHC^Center^79.33^194.75^38.21
Roberto Novoa^CHC^Center^81.44^190.00^37.54
Chris Snyder^ARZ^Point Guard^79.33^209.00^36.05
Miguel Montero^ARZ^Point Guard^75.10^187.15^33.64
Conor Jackson^ARZ^Center^78.27^213.75^34.82
Robby Hammock^ARZ^Center^74.04^177.65^39.8
Tony Clark^ARZ^Center^83.56^232.75^44.71
Orlando Hudson^ARZ^Small Forward^76.15^175.75^39.22
Stephen Drew^ARZ^Power Forward^76.15^175.75^33.96
Alberto Callaspo^ARZ^Power Forward^74.04^166.25^33.870000000000005
Chad Tracy^ARZ^Small Forward^78.27^190.00^36.769999999999996
Chris Young^ARZ^Shooting Guard^78.27^171.00^33.489999999999995
Scott Hairston^ARZ^Shooting Guard^76.15^178.60^36.769999999999996
Carlos Quentin^ARZ^Shooting Guard^77.21^213.75^34.510000000000005
Jeff DaVanon^ARZ^Shooting Guard^76.15^190.00^43.23
Eric Byrnes^ARZ^Shooting Guard^78.27^199.50^41.04
Livan Hernandez^ARZ^Point Guard^78.27^232.75^42.02
Doug Davis^ARZ^Point Guard^80.38^202.35^41.44
Randy Johnson^ARZ^Point Guard^86.73^219.45^53.47
Juan Cruz^ARZ^Point Guard^78.27^156.75^38.379999999999995
Brandon Webb^ARZ^Point Guard^78.27^216.60^37.81
Enrique Gonzalez^ARZ^Point Guard^74.04^199.50^34.57
Dana Eveland^ARZ^Point Guard^77.21^237.50^33.34
Brandon Medders^ARZ^Center^77.21^181.45^37.09
Tony Pe?a^ARZ^Center^78.27^180.50^35.14
Doug Slaten^ARZ^Center^81.44^190.00^37.07
Edgar Gonzalez^ARZ^Center^76.15^204.25^34.019999999999996
Jose Valverde^ARZ^Center^80.38^241.30^37.6
Jorge Julio^ARZ^Center^77.21^220.40^37.989999999999995
Brandon Lyon^ARZ^Center^77.21^171.00^37.56
Miguel Olivo^FLA^Point Guard^76.15^204.25^38.629999999999995
Matt Treanor^FLA^Point Guard^78.27^209.00^40.989999999999995
Mike Jacobs^FLA^Center^78.27^171.00^36.33
Dan Uggla^FLA^Small Forward^75.10^190.00^36.97
Robert Andino^FLA^Power Forward^76.15^161.50^32.85
Hanley Ramirez^FLA^Power Forward^79.33^185.25^33.19
Miguel Cabrera^FLA^Small Forward^78.27^199.50^33.870000000000005
Aaron Boone^FLA^Small Forward^78.27^190.00^43.98
Joe Borchard^FLA^Shooting Guard^81.44^209.00^38.260000000000005
Alfredo Amezaga^FLA^Shooting Guard^74.04^156.75^39.120000000000005
Cody Ross^FLA^Shooting Guard^75.10^171.00^36.18
Josh Willingham^FLA^Shooting Guard^77.21^190.00^38.03
Jeremy Hermida^FLA^Shooting Guard^80.38^190.00^33.08
Eric Reed^FLA^Shooting Guard^75.10^161.50^36.239999999999995
Reggi Abercrombie^FLA^Shooting Guard^79.33^212.80^36.629999999999995
Ricky Nolasco^FLA^Point Guard^78.27^209.00^34.21
Anibal Sanchez^FLA^Point Guard^76.15^171.00^33.010000000000005
Scott Olsen^FLA^Point Guard^80.38^188.10^33.129999999999995
Josh Johnson^FLA^Point Guard^83.56^228.00^33.08
Dontrelle Willis^FLA^Point Guard^80.38^227.05^35.129999999999995
Logan Kensing^FLA^Center^77.21^175.75^34.66
Sergio Mitre^FLA^Center^80.38^199.50^36.03
Kevin Gregg^FLA^Center^82.50^209.00^38.7
Travis Bowyer^FLA^Center^79.33^190.00^35.57
Renyel Pinto^FLA^Center^80.38^185.25^34.65
Randy Messenger^FLA^Center^76.15^209.00^35.55
Yusmeiro Petit^FLA^Center^76.15^218.50^32.269999999999996
Carlos Martinez^FLA^Center^77.21^161.50^34.760000000000005
Taylor Tankersley^FLA^Center^77.21^209.00^33.980000000000004
Henry Owens^FLA^Center^79.33^218.50^37.85
Jose Garcia^FLA^Center^75.10^156.75^32.14
Matt Lindstrom^FLA^Center^80.38^194.75^37.05
Javier Valentin^CIN^Point Guard^74.04^182.40^41.45
Chad Moeller^CIN^Point Guard^79.33^199.50^42.03
David Ross^CIN^Point Guard^78.27^194.75^39.95
Joey Votto^CIN^Center^79.33^190.00^33.47
Scott Hatteberg^CIN^Center^77.21^199.50^47.21
Brandon Phillips^CIN^Small Forward^75.10^175.75^35.67
Juan Castro^CIN^Power Forward^75.10^185.25^44.69
Alex Gonzalez^CIN^Power Forward^76.15^191.90^40.04
Mark Bellhorn^CIN^Small Forward^77.21^194.75^42.52
Edwin Encarnacion^CIN^Small Forward^77.21^185.25^34.15
Jeff Keppinger^CIN^Small Forward^76.15^171.00^36.86
Norris Hopper^CIN^Shooting Guard^72.98^190.00^37.94
Chris Denorfia^CIN^Shooting Guard^77.21^175.75^36.629999999999995
Adam Dunn^CIN^Shooting Guard^82.50^228.00^37.31
Bubba Crosby^CIN^Shooting Guard^75.10^175.75^40.55
Jeff Conine^CIN^Shooting Guard^77.21^209.00^50.68
Ken Griffey Jr.^CIN^Shooting Guard^79.33^194.75^47.27
Josh Hamilton^CIN^Shooting Guard^80.38^194.75^35.78
Ryan Freel^CIN^Shooting Guard^74.04^171.00^40.980000000000004
Kyle Lohse^CIN^Point Guard^78.27^190.95^38.41
Bronson Arroyo^CIN^Point Guard^81.44^180.50^40.010000000000005
Eric Milton^CIN^Point Guard^79.33^197.60^41.57
Aaron Harang^CIN^Point Guard^83.56^228.00^38.81
Kirk Saarloos^CIN^Point Guard^76.15^209.00^37.769999999999996
Elizardo Ramirez^CIN^Point Guard^76.15^171.00^34.09
Todd Coffey^CIN^Center^81.44^218.50^36.47
Brian Shackelford^CIN^Center^77.21^185.25^40.5
Bill Bray^CIN^Center^79.33^204.25^33.739999999999995
Bobby Livingston^CIN^Center^79.33^180.50^34.489999999999995
Matt Belisle^CIN^Center^79.33^185.25^36.730000000000004
Gary Majewski^CIN^Center^77.21^204.25^37.010000000000005
Mike Stanton^CIN^Center^77.21^204.25^49.75
Brad Salmon^CIN^Center^80.38^209.00^37.16
Jared Burton^CIN^Center^81.44^209.00^35.739999999999995
David Weathers^CIN^Center^79.33^218.50^47.43
Rheal Cormier^CIN^Center^74.04^185.25^49.85
Yorvit Torrealba^COL^Point Guard^75.10^180.50^38.620000000000005
Chris Iannetta^COL^Point Guard^75.10^185.25^33.9
Alvin Colina^COL^Point Guard^79.33^198.55^35.18
Todd Helton^COL^Center^78.27^193.80^43.53
Jamey Carroll^COL^Small Forward^72.98^161.50^43.03
Kaz Matsui^COL^Small Forward^74.04^175.75^41.35
Troy Tulowitzki^COL^Power Forward^79.33^194.75^32.39
Clint Barmes^COL^Power Forward^76.15^166.25^37.989999999999995
Garrett Atkins^COL^Small Forward^79.33^199.50^37.22
Ryan Spilborghs^COL^Shooting Guard^77.21^180.50^37.489999999999995
Cory Sullivan^COL^Shooting Guard^76.15^171.00^37.53
Jeff Salazar^COL^Shooting Guard^76.15^171.00^36.260000000000005
Willy Taveras^COL^Shooting Guard^76.15^152.00^35.18
Matt Holliday^COL^Shooting Guard^80.38^223.25^37.120000000000005
Brad Hawpe^COL^Shooting Guard^79.33^190.00^37.69
Jeff Baker^COL^Shooting Guard^78.27^199.50^35.69
Javy Lopez^COL^Small Forward^79.33^212.80^46.32
Byung-Hyun Kim^COL^Point Guard^72.98^171.00^38.11
Rodrigo Lopez^COL^Point Guard^77.21^180.50^41.21
Brian Lawrence^COL^Point Guard^76.15^187.15^40.8
Josh Fogg^COL^Point Guard^76.15^192.85^40.21
Aaron Cook^COL^Point Guard^79.33^194.75^38.06
Denny Bautista^COL^Point Guard^81.44^161.50^36.519999999999996
Ubaldo Jimenez^COL^Point Guard^80.38^190.00^33.1
Jason Hirsh^COL^Point Guard^84.62^237.50^35.019999999999996
Jeff Francis^COL^Point Guard^81.44^190.00^36.14
Taylor Buchholz^COL^Point Guard^80.38^209.00^35.379999999999995
Ryan Speier^COL^Center^83.56^190.00^37.6
Ramon Ramirez^COL^Center^75.10^180.50^35.5
Manny Corpas^COL^Center^79.33^161.50^34.239999999999995
Juan Morillo^COL^Center^77.21^180.50^33.32
Brian Fuentes^COL^Center^80.38^209.00^41.56
LaTroy Hawkins^COL^Center^81.44^204.25^44.19
Tom Martin^COL^Center^77.21^195.70^46.78
Jeremy Affeldt^COL^Center^80.38^204.25^37.730000000000004
Paul Lo Duca^NYM^Point Guard^74.04^175.75^44.88
Ramon Castro^NYM^Point Guard^79.33^223.25^41.0
Julio Franco^NYM^Center^77.21^178.60^58.52
Carlos Delgado^NYM^Center^79.33^218.50^44.68
Jose Valentin^NYM^Small Forward^74.04^185.25^47.38
Anderson Hernandez^NYM^Small Forward^72.98^159.60^34.33
Damion Easley^NYM^Power Forward^75.10^180.50^47.3
Jose Reyes^NYM^Power Forward^76.15^152.00^33.72
David Wright^NYM^Small Forward^76.15^190.00^34.19
Ben Johnson^NYM^Shooting Guard^77.21^190.00^35.7
Endy Chavez^NYM^Shooting Guard^74.04^179.55^39.06
David Newhan^NYM^Shooting Guard^74.04^171.00^43.48
Carlos Beltran^NYM^Shooting Guard^77.21^180.50^39.85
Shawn Green^NYM^Shooting Guard^80.38^190.00^44.3
Moises Alou^NYM^Shooting Guard^79.33^209.00^50.66
Lastings Milledge^NYM^Shooting Guard^76.15^177.65^31.9
Alay Soler^NYM^Point Guard^77.21^228.00^37.39
Mike Pelfrey^NYM^Point Guard^83.56^180.50^33.129999999999995
Pedro Martinez^NYM^Point Guard^75.10^171.00^45.35
Tom Glavine^NYM^Point Guard^76.15^175.75^50.93
Chan Ho Park^NYM^Point Guard^78.27^199.50^43.67
Orlando Hernandez^NYM^Point Guard^78.27^209.00^47.39
Dave Williams^NYM^Point Guard^78.27^208.05^37.97
Oliver Perez^NYM^Point Guard^76.15^180.50^35.54
John Maine^NYM^Point Guard^80.38^183.35^35.81
Marcos Carvajal^NYM^Center^80.38^166.25^32.53
Ambiorix Burgos^NYM^Center^76.15^171.00^32.86
Jason Vargas^NYM^Center^76.15^204.25^34.07
Jon Adkins^NYM^Center^75.10^199.50^39.5
Juan Padilla^NYM^Center^76.15^190.00^40.03
Duaner Sanchez^NYM^Center^76.15^180.50^37.379999999999995
Pedro Feliciano^NYM^Center^74.04^175.75^40.510000000000005
Aaron Heilman^NYM^Center^81.44^209.00^38.3
Jorge Sosa^NYM^Center^78.27^161.50^39.84
Scott Schoeneweis^NYM^Center^76.15^185.25^43.41
Guillermo Mota^NYM^Center^80.38^194.75^43.6
Billy Wagner^NYM^Center^75.10^185.25^45.6
Philip Humber^NYM^Center^80.38^199.50^34.19
Brad Ausmus^HOU^Point Guard^75.10^180.50^47.88
Humberto Quintero^HOU^Point Guard^77.21^180.50^37.56
Hector Gimenez^HOU^Point Guard^74.04^171.00^34.42
Lance Berkman^HOU^Center^77.21^209.00^41.05
Mike Lamb^HOU^Center^77.21^180.50^41.56
Mark Loretta^HOU^Small Forward^76.15^176.70^45.55
Craig Biggio^HOU^Small Forward^75.10^175.75^51.21
Brooks Conrad^HOU^Small Forward^75.10^180.50^37.120000000000005
Chris Burke^HOU^Small Forward^75.10^171.00^36.97
Eric Bruntlett^HOU^Small Forward^76.15^180.50^38.92
Adam Everett^HOU^Power Forward^76.15^161.50^40.06
Morgan Ensberg^HOU^Small Forward^78.27^199.50^41.510000000000005
Carlos Lee^HOU^Shooting Guard^78.27^228.00^40.69
Jason Lane^HOU^Shooting Guard^78.27^209.00^40.19
Orlando Palmeiro^HOU^Shooting Guard^75.10^171.00^48.11
Luke Scott^HOU^Shooting Guard^76.15^199.50^38.68
Charlton Jimerson^HOU^Shooting Guard^79.33^199.50^37.44
Fernando Nieve^HOU^Point Guard^76.15^185.25^34.629999999999995
Wandy Rodriguez^HOU^Point Guard^75.10^152.00^38.11
Brandon Backe^HOU^Point Guard^76.15^171.00^38.9
Matt Albers^HOU^Point Guard^76.15^194.75^34.11
Woody Williams^HOU^Point Guard^76.15^190.00^50.53
Roy Oswalt^HOU^Point Guard^76.15^175.75^39.5
Jason Jennings^HOU^Point Guard^78.27^232.75^38.620000000000005
Miguel Asencio^HOU^Center^78.27^180.50^36.42
Brad Lidge^HOU^Center^81.44^199.50^40.18
Trever Miller^HOU^Center^79.33^190.00^43.75
David Borkowski^HOU^Center^77.21^190.00^40.06
Dan Wheeler^HOU^Center^79.33^210.90^39.22
Paul Estrada^HOU^Center^77.21^204.25^34.47
Lincoln Holdzkom^HOU^Center^80.38^228.00^34.94
Chris Sampson^HOU^Center^76.15^161.50^38.769999999999996
Chad Qualls^HOU^Center^81.44^209.00^38.54
Ezequiel Astacio^HOU^Center^79.33^148.20^37.32
Mike Lieberthal^LA^Point Guard^76.15^180.50^45.12
Russell Martin^LA^Point Guard^75.10^191.90^34.04
Olmedo Saenz^LA^Center^75.10^209.95^46.39
James Loney^LA^Center^79.33^190.00^32.81
Nomar Garciaparra^LA^Center^76.15^180.50^43.6
Jeff Kent^LA^Small Forward^77.21^199.50^48.98
Ramon Martinez^LA^Small Forward^77.21^180.50^44.39
Marlon Anderson^LA^Small Forward^75.10^190.00^43.15
Rafael Furcal^LA^Power Forward^74.04^156.75^39.35
Wilson Betemit^LA^Small Forward^79.33^180.50^36.59
Andy LaRoche^LA^Small Forward^75.10^175.75^33.46
Matt Kemp^LA^Shooting Guard^80.38^218.50^32.43
Andre Ethier^LA^Shooting Guard^77.21^197.60^34.89
Delwyn Young^LA^Shooting Guard^71.92^198.55^34.67
Jason Repko^LA^Shooting Guard^75.10^166.25^36.17
Juan Pierre^LA^Shooting Guard^76.15^171.00^39.54
Luis Gonzalez^LA^Shooting Guard^78.27^190.00^49.49
Jason Schmidt^LA^Point Guard^81.44^194.75^44.08
Randy Wolf^LA^Point Guard^76.15^190.00^40.519999999999996
Brad Penny^LA^Point Guard^80.38^237.50^38.769999999999996
Derek Lowe^LA^Point Guard^82.50^199.50^43.75
Mark Hendrickson^LA^Point Guard^85.67^218.50^42.69
Chad Billingsley^LA^Point Guard^76.15^231.80^32.59
Takashi Saito^LA^Center^77.21^191.90^47.04
Jonathan Broxton^LA^Center^80.38^228.00^32.7
Hong-Chih Kuo^LA^Center^76.15^190.00^35.6
Eric Stults^LA^Center^76.15^204.25^37.230000000000004
Chin-Hui Tsao^LA^Center^78.27^168.15^35.739999999999995
Tim Hamulack^LA^Center^80.38^199.50^40.29
Yhency Brazoban^LA^Center^77.21^161.50^36.72
Brett Tomko^LA^Center^80.38^204.25^43.9
Joe Beimel^LA^Center^79.33^206.15^39.86
Elmer Dessens^LA^Center^74.04^188.10^46.13
Ryan Budde^PHI^Point Guard^75.10^190.00^37.54
Rod Barajas^PHI^Point Guard^78.27^209.00^41.489999999999995
Carlos Ruiz^PHI^Point Guard^76.15^161.50^38.1
Chris Coste^PHI^Point Guard^77.21^190.00^44.07
Ryan Howard^PHI^Center^80.38^218.50^37.28
Wes Helms^PHI^Center^80.38^219.45^40.8
Chase Utley^PHI^Small Forward^77.21^173.85^38.2
Danny Sandoval^PHI^Small Forward^75.10^182.40^37.9
Jimmy Rollins^PHI^Power Forward^71.92^158.65^38.260000000000005
Abraham Nu?ez^PHI^Small Forward^75.10^180.50^40.96
Michael Bourn^PHI^Shooting Guard^75.10^171.00^34.18
Chris Roberson^PHI^Shooting Guard^78.27^171.00^37.519999999999996
Jayson Werth^PHI^Shooting Guard^81.44^204.25^37.78
Shane Victorino^PHI^Shooting Guard^72.98^152.00^36.25
Aaron Rowand^PHI^Shooting Guard^76.15^194.75^39.5
Pat Burrell^PHI^Shooting Guard^80.38^211.85^40.39
Greg Dobbs^PHI^Small Forward^77.21^194.75^38.66
Cole Hamels^PHI^Point Guard^79.33^166.25^33.18
Alfredo Simon^PHI^Point Guard^80.38^161.50^35.81
Scott Mathieson^PHI^Point Guard^79.33^180.50^33.010000000000005
Freddy Garcia^PHI^Point Guard^80.38^228.00^41.72
Jamie Moyer^PHI^Point Guard^76.15^166.25^54.28
Jon Lieber^PHI^Point Guard^78.27^218.50^46.91
Brett Myers^PHI^Point Guard^80.38^211.85^36.54
Adam Eaton^PHI^Point Guard^78.27^186.20^39.269999999999996
Geoff Geary^PHI^Center^76.15^158.65^40.510000000000005
Clay Condrey^PHI^Center^79.33^185.25^41.28
Ryan Madson^PHI^Center^82.50^180.50^36.510000000000005
Antonio Alfonseca^PHI^Center^81.44^237.50^44.87
Tom Gordon^PHI^Center^74.04^180.50^49.28
Brian Sanches^PHI^Center^76.15^180.50^38.56
Jim Ed Warden^PHI^Center^83.56^180.50^37.82
Anderson Garcia^PHI^Center^78.27^161.50^35.94
Eude Brito^PHI^Center^75.10^152.00^38.53
Fabio Castro^PHI^Center^71.92^142.50^32.11
Matt Smith^PHI^Center^81.44^213.75^37.71
Damian Miller^MLW^Point Guard^79.33^209.00^47.38
Johnny Estrada^MLW^Point Guard^75.10^198.55^40.67
Mike Rivera^MLW^Point Guard^76.15^199.50^40.480000000000004
J.D. Closser^MLW^Point Guard^74.04^167.20^37.120000000000005
Prince Fielder^MLW^Center^76.15^247.00^32.81
Rickie Weeks^MLW^Small Forward^76.15^185.25^34.46
Tony Graffanino^MLW^Small Forward^77.21^180.50^44.73
Craig Counsell^MLW^Power Forward^76.15^174.80^46.53
J.J. Hardy^MLW^Power Forward^78.27^171.00^34.53
Bill Hall^MLW^Power Forward^76.15^185.25^37.17
Vinny Rottino^MLW^Small Forward^76.15^185.25^36.9
Corey Koskie^MLW^Small Forward^79.33^208.05^43.67
Kevin Mench^MLW^Shooting Guard^76.15^213.75^39.14
Geoff Jenkins^MLW^Shooting Guard^77.21^201.40^42.61
Brady Clark^MLW^Shooting Guard^78.27^191.90^43.87
Tony Gwynn Jr.^MLW^Shooting Guard^76.15^175.75^34.41
Corey Hart^MLW^Shooting Guard^82.50^190.00^34.94
Gabe Gross^MLW^Shooting Guard^79.33^198.55^37.36
Laynce Nix^MLW^Shooting Guard^76.15^190.00^36.33
Drew Anderson^MLW^Shooting Guard^78.27^185.25^35.72
Claudio Vargas^MLW^Point Guard^79.33^216.60^38.7
Chris Capuano^MLW^Point Guard^79.33^199.50^38.53
Ben Hendrickson^MLW^Point Guard^80.38^180.50^36.07
Dave Bush^MLW^Point Guard^78.27^201.40^37.31
Carlos Villanueva^MLW^Point Guard^78.27^180.50^33.260000000000005
Ben Sheets^MLW^Point Guard^77.21^207.10^38.620000000000005
Jeff Suppan^MLW^Point Guard^78.27^209.00^42.16
Brian Shouse^MLW^Center^75.10^180.50^48.43
Francisco Cordero^MLW^Center^78.27^223.25^41.81
Derrick Turnbow^MLW^Center^79.33^199.50^39.1
Matt Wise^MLW^Center^80.38^190.00^41.28
Grant Balfour^MLW^Center^78.27^178.60^39.17
Dennis Sarfate^MLW^Center^80.38^199.50^35.89
Jose Capellan^MLW^Center^80.38^223.25^36.129999999999995
Greg Aquino^MLW^Center^77.21^178.60^39.129999999999995
Josh Bard^SD^Point Guard^79.33^204.25^38.92
Rob Bowen^SD^Point Guard^79.33^205.20^36.010000000000005
Adrian Gonzalez^SD^Center^78.27^209.00^34.81
Marcus Giles^SD^Small Forward^71.92^171.00^38.79
Todd Walker^SD^Small Forward^76.15^175.75^43.77
Geoff Blum^SD^Power Forward^79.33^190.00^43.85
Khalil Greene^SD^Power Forward^75.10^199.50^37.36
Paul McAnulty^SD^Shooting Guard^74.04^209.00^36.010000000000005
Terrmel Sledge^SD^Shooting Guard^76.15^175.75^39.95
Jack Cust^SD^Shooting Guard^77.21^219.45^38.120000000000005
Jose Cruz Jr.^SD^Shooting Guard^76.15^199.50^42.87
Russell Branyan^SD^Shooting Guard^79.33^185.25^41.2
Mike Cameron^SD^Shooting Guard^78.27^190.00^44.14
Brian Giles^SD^Shooting Guard^74.04^194.75^46.11
Kevin Kouzmanoff^SD^Small Forward^77.21^190.00^35.6
Mike Thompson^SD^Point Guard^80.38^190.00^36.31
Clay Hensley^SD^Point Guard^75.10^180.50^37.5
Chris Young^SD^Point Guard^86.73^237.50^37.769999999999996
Greg Maddux^SD^Point Guard^76.15^175.75^50.88
Jake Peavy^SD^Point Guard^77.21^171.00^35.75
Scott Cassidy^SD^Center^78.27^161.50^41.41
Scott Strickland^SD^Center^75.10^171.00^40.84
Scott Linebrink^SD^Center^79.33^197.60^40.57
Doug Brocail^SD^Center^81.44^223.25^49.79
Trevor Hoffman^SD^Center^76.15^204.25^49.38
Heath Bell^SD^Center^78.27^231.80^39.42
Royce Ring^SD^Center^76.15^209.00^36.19
Cla Meredith^SD^Center^77.21^175.75^33.739999999999995
Andrew Brown^SD^Center^82.50^218.50^36.03
Mike Adams^SD^Center^81.44^180.50^38.59
Justin Hampson^SD^Center^77.21^190.00^36.769999999999996
Kevin Cameron^SD^Center^77.21^171.00^37.21
Ryan Ketchner^SD^Center^77.21^180.50^34.870000000000005
Brian Schneider^WAS^Point Guard^77.21^186.20^40.260000000000005
Jesus Flores^WAS^Point Guard^77.21^171.00^32.34
Larry Broadway^WAS^Center^80.38^218.50^36.2
Nick Johnson^WAS^Center^79.33^212.80^38.45
Bernie Castro^WAS^Small Forward^74.04^152.00^37.629999999999995
Josh Wilson^WAS^Power Forward^77.21^169.10^35.93
Cristian Guzman^WAS^Power Forward^76.15^194.75^38.94
Felipe Lopez^WAS^Power Forward^77.21^175.75^36.8
Ryan Zimmerman^WAS^Small Forward^79.33^199.50^32.42
Nook Logan^WAS^Shooting Guard^78.27^171.00^37.260000000000005
Ryan Church^WAS^Shooting Guard^77.21^180.50^38.379999999999995
Kory Casto^WAS^Shooting Guard^77.21^190.00^35.230000000000004
Mike Restovich^WAS^Shooting Guard^80.38^244.15^38.16
Alex Escobar^WAS^Shooting Guard^77.21^180.50^38.480000000000004
Austin Kearns^WAS^Shooting Guard^79.33^209.00^36.78
Chris Snelling^WAS^Shooting Guard^74.04^156.75^35.239999999999995
Billy Traber^WAS^Point Guard^81.44^194.75^37.45
Tim Redding^WAS^Point Guard^76.15^190.00^39.05
John Patterson^WAS^Point Guard^81.44^197.60^39.08
Shawn Hill^WAS^Point Guard^78.27^175.75^35.84
Joel Hanrahan^WAS^Point Guard^79.33^204.25^35.4
Mike O'Connor^WAS^Point Guard^79.33^161.50^36.54
